old_name	target_final	full_target	category	module	usages	source
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayForm	kvE2PastRayForm	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastRayForm	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayList	kvE2PastRayList	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastRayList	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastSelfBit	kvE2PastSelfBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastSelfBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepAllSlots	kvE2SepAllSlots	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepAllSlots	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	63	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepAnchorDistinct	kvE2SepAnchorDistinct	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepAnchorDistinct	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepAnchorFam	kvE2SepAnchorFam	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepAnchorFam	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepAnchorPayload	kvE2SepAnchorPayload	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepAnchorPayload	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepAnchorSlot	kvE2SepAnchorSlot	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepAnchorSlot	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	20	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepAnchorVal	kvE2SepAnchorVal	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepAnchorVal	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	58	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepArr'	kvE2SepArr'	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepArr'	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepArr'_decidable	kvE2SepArr'Decidable	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepArr'Decidable	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepBits	kvE2SepBits	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepBits	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	118	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepBlockPos	kvE2SepBlockPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepBlockPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepBody	kvE2SepBody	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepBody	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Carrier	17	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepBracketN	kvE2SepBracketN	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepBracketN	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepBundleL	KvE2SepBundleL	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepBundleL	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Soundness	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepBundleR	KvE2SepBundleR	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepBundleR	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Soundness	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepCastBracket	kvE2SepCastBracket	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepCastBracket	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Soundness	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepClassType	kvE2SepClassType	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepClassType	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	117	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepClosedLeafAt	kvE2SepClosedLeafAt	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepClosedLeafAt	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepClosedLeafStub	kvE2SepClosedLeafStub	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepClosedLeafStub	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepCoincidentOrder	kvE2SepCoincidentOrder	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepCoincidentOrder	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepCompat	kvE2SepCompat	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepCompat	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepConsistentBlock	kvE2SepConsistentBlock	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepConsistentBlock	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepConsistentTuple	kvE2SepConsistentTuple	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepConsistentTuple	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepDisjValid	kvE2SepDisjValid	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepDisjValid	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepDisjValidOwner	kvE2SepDisjValidOwner	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepDisjValidOwner	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepDisjunct	kvE2SepDisjunct	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepDisjunct	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	15	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepDisjunct'	kvE2SepDisjunct'	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepDisjunct'	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	11	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepEpL	kvE2SepEpL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepEpL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	23	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepEpR	kvE2SepEpR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepEpR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	23	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepFragment	KvE2SepFragment	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepFragment	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.OuterGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepFragment_frag	KvE2SepFragmentFrag	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepFragmentFrag	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.KitFold	1	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepFreshZoneAfter	kvE2SepFreshZoneAfter	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepFreshZoneAfter	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepFreshZoneBefore	kvE2SepFreshZoneBefore	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepFreshZoneBefore	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepGapRegions	kvE2SepGapRegions	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepGapRegions	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	27	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepGapTypes	kvE2SepGapTypes	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepGapTypes	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepGate	KvE2SepGate	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepGate	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHasPos	kvE2SepHasPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHasPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	25	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestAnchorsL	kvE2SepHonestAnchorsL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestAnchorsL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestAnchorsR	kvE2SepHonestAnchorsR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestAnchorsR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestBasePairsL	kvE2SepHonestBasePairsL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestBasePairsL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestBasePairsR	kvE2SepHonestBasePairsR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestBasePairsR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestOrder	kvE2SepHonestOrder	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestOrder	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	36	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestOrder'	kvE2SepHonestOrder'	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestOrder'	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Soundness	76	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestRegionsL	kvE2SepHonestRegionsL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestRegionsL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepHonestRegionsR	kvE2SepHonestRegionsR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepHonestRegionsR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.EngineInputs	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepIdxTuples	kvE2SepIdxTuples	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepIdxTuples	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepIdxTuplesN	kvE2SepIdxTuplesN	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepIdxTuplesN	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepInnerConsistentL	KvE2SepInnerConsistentL	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepInnerConsistentL	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepInnerConsistentR	KvE2SepInnerConsistentR	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepInnerConsistentR	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepLit	kvE2SepLit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepLit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	66	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepModelOrder	kvE2SepModelOrder	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepModelOrder	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepModelTag	kvE2SepModelTag	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepModelTag	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepOrderOwners	kvE2SepOrderOwners	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepOrderOwners	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepOrderTypes	kvE2SepOrderTypes	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepOrderTypes	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	20	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepOuterConsistent	KvE2SepOuterConsistent	FormalSystem.Metalogic.WeakCanonical.Kamp.KvE2SepOuterConsistent	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepOwnerRank	kvE2SepOwnerRank	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepOwnerRank	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPlaceholderTuple	kvE2SepPlaceholderTuple	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPlaceholderTuple	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPos	kvE2SepPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	135	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPosI	kvE2SepPosI	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPosI	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	103	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPosIn	kvE2SepPosIn	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPosIn	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	35	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepProj3	kvE2SepProj3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepProj3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepProj4	kvE2SepProj4	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepProj4	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPtW	kvE2SepPtW	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPtW	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	56	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPtX1L	kvE2SepPtX1L	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPtX1L	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepPtX1R	kvE2SepPtX1R	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepPtX1R	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepS	kvE2SepS	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepS	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	32	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegForm	kvE2SepSegForm	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegForm	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	26	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegLAt	kvE2SepSegLAt	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegLAt	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegLForSub	kvE2SepSegLForSub	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegLForSub	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegLForSub'	kvE2SepSegLForSub'	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegLForSub'	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.DisjunctionSpikes	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegRAt	kvE2SepSegRAt	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegRAt	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegRForSub	kvE2SepSegRForSub	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegRForSub	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegRForSub'	kvE2SepSegRForSub'	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegRForSub'	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.DisjunctionSpikes	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegs	kvE2SepSegs	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegs	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSegsG	kvE2SepSegsG	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSegsG	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	17	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotBaseType	kvE2SepSlotBaseType	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotBaseType	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	14	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotBlock	kvE2SepSlotBlock	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotBlock	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	177	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotChi	kvE2SepSlotChi	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotChi	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotG	kvE2SepSlotG	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotG	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotGIdx	kvE2SepSlotGIdx	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotGIdx	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	93	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotHonestGIdx	kvE2SepSlotHonestGIdx	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotHonestGIdx	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	20	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotHonestVIdx	kvE2SepSlotHonestVIdx	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotHonestVIdx	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Soundness	23	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotIndexOf	kvE2SepSlotIndexOf	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotIndexOf	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	37	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotIsAnchor	kvE2SepSlotIsAnchor	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotIsAnchor	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotLe	kvE2SepSlotLe	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotLe	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotMergeLe	kvE2SepSlotMergeLe	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotMergeLe	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	29	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotRank	kvE2SepSlotRank	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotRank	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	54	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotRegionLeft	kvE2SepSlotRegionLeft	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotRegionLeft	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	34	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotSub	kvE2SepSlotSub	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotSub	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	41	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotType	kvE2SepSlotType	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotType	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	49	flagged
